system:index,count,theft_risk,.geo
+421847+149702,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79041136352197,26.895918932652123]}"
+421847+149823,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79032153199356,26.917747994056224]}"
+421849+149650,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7905910265788,26.88666628522569]}"
+421849+149687,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79077068963562,26.893313818328174]}"
+421849+149749,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79077068963562,26.904452927851256]}"
+421849+149890,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79077068963562,26.929695587335015]}"
+421850+149709,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79095035269243,26.8972664055783]}"
+421851+149648,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79113001574926,26.88621712758363]}"
+421851+149693,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79104018422085,26.894301965140706]}"
+421851+149714,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79113001574926,26.89807488933401]}"
+421852+149703,14,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7913995103345,26.895867600350172]}"
+421852+149709,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79130967880609,26.8972664055783]}"
+421852+149755,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79113001574926,26.9055309061922]}"
+421852+149803,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79130967880609,26.914154732919748]}"
+421852+149832,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79130967880609,26.919275130039228]}"
+421853+149749,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79148934186291,26.904452927851256]}"
+421854+149726,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.791597139697,26.90024881232158]}"
+421854+149760,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79157917339133,26.90642922147632]}"
+421855+149813,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79198341526917,26.915816616195368]}"
+421856+149751,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79202833103338,26.904812253964906]}"
+421857+149696,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7922079940902,26.89493078583959]}"
+421857+149754,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7922079940902,26.90517158007855]}"
+421860+149660,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79256732020386,26.88846291579393]}"
+421860+149827,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79267511803795,26.91825105061533]}"
+421861+149861,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7929266463175,26.924575190215535]}"
+421862+149809,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79310630937432,26.91523271126069]}"
+421863+149842,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79328597243115,26.92116159213588]}"
+421864+149652,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79346563548798,26.886935779810926]}"
+421864+149762,8,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79330843031326,26.906519053004732]}"
+421865+149775,14,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79358113316736,26.908893171969904]}"
+421866+149825,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79373513007322,26.91801748864146]}"
+421867+149829,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79391479313003,26.918736140868756]}"
+421868+149750,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79413937195106,26.904452927851256]}"
+421869+149863,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7943639507721,26.92493451632918]}"
+421870+149759,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79454361382892,26.906249558419496]}"
+421871+149630,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79472327688575,26.8829831925608]}"
+421871+149633,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79463344535733,26.883612013259683]}"
+421872+149886,8,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79470081900364,26.92890956146141]}"
+421873+149743,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79499277147097,26.903255174139098]}"
+421874+149635,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.795142490685,26.883911451687723]}"
+421875+149732,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79544192911304,26.90139865588525]}"
+421875+149771,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79544192911304,26.908405515101382]}"
+421875+149846,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79544192911304,26.921880244363177]}"
+421877+149891,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79568147985546,26.929905194234642]}"
+421883+149639,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79687923356762,26.884689991600627]}"
+421883+149718,154,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79679523525535,26.89778206188425]}"
+421883+149871,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79687923356762,26.92637182078377]}"
+421884+149638,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79705889662445,26.884510328543804]}"
+421886+149673,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79732839120969,26.89079853553264]}"
+421887+149679,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79759788579493,26.89178668234517]}"
+421887+149694,9,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79737829761436,26.894371834107247]}"
+421889+149801,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79795721190857,26.9137954068061]}"
+421890+149683,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7979212792972,26.89252330087815]}"
+421891+149625,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79840636955063,26.88199504574827]}"
+421891+149632,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7981368749654,26.883387434438653]}"
+421891+149739,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79822670649381,26.902656297283016]}"
+421891+149816,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79831653802222,26.916490352658457]}"
+421891+149827,13,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79839945943307,26.917969117818473]}"
+421893+149745,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79849620107905,26.903644444095548]}"
+421894+149665,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79885552719269,26.889271399549635]}"
+421894+149733,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79885552719269,26.901488487413662]}"
+421895+149687,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7989154148783,26.893253930642565]}"
+421896+149655,33,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79885008285764,26.887080054689893]}"
+421896+149681,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79921485330634,26.89223583998723]}"
+421896+149691,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79921485330634,26.89403247055547]}"
+421897+149673,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79921485330634,26.890753619768432]}"
+421897+149784,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79939451636317,26.910741134840094]}"
+421897+149790,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79939451636317,26.911819113181036]}"
+421897+149849,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79939451636317,26.922419233533645]}"
+421898+149707,50,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79871898326951,26.896274665504635]}"
+421898+149777,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79957417941999,26.909393661913914]}"
+421899+149649,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79953824680862,26.88634289172341]}"
+421899+149694,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79951429173438,26.894451684354728]}"
+421899+149803,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79979875824101,26.913975069862925]}"
+421900+149730,9,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79987361784804,26.90081974159104]}"
+421900+149831,10,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80014910120182,26.918915803925582]}"
+421900+149883,31,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79988134529133,26.9279598103828]}"
+421901+149617,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80011316859046,26.8807374043505]}"
+421901+149650,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80017305627607,26.886546509854476]}"
+421901+149701,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79993350553363,26.895679381909687]}"
+421902+149738,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8003826631757,26.90229697116937]}"
+421902+149806,8,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80056232623252,26.914424227504984]}"
+421902+149862,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80020300011887,26.924754853272358]}"
+421902+149870,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80029283164728,26.92610232619854]}"
+421902+149886,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80035271933289,26.92894699126492]}"
+421904+149706,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80065215776094,26.896637584879418]}"
+421904+149727,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80065215776094,26.900410509072717]}"
+421905+149701,7,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8009858177236,26.895598105764936]}"
+421906+149695,82,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80056889927118,26.893830897369767]}"
+421906+149861,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80092165234616,26.924575190215535]}"
+421906+149884,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80101148387457,26.928707440522484]}"
+421907+149806,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80107137156018,26.914633834404608]}"
+421907+149829,8,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80103394175669,26.918623851458243]}"
+421909+149712,52,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80173013610187,26.897200759461384]}"
+421910+149634,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80173013610187,26.88379167631651]}"
+421911+149686,59,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80216254549288,26.892330239220474]}"
+421911+149717,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8019097991587,26.89870371003289]}"
+421911+149720,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80181996763028,26.89906303614654]}"
+421911+149870,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8019696868443,26.925862775456103]}"
+421912+149716,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80208946221552,26.898524046976068]}"
+421912+149816,7,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80185846685674,26.91641335420553]}"
+421913+149639,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80217929374393,26.884689991600627]}"
+421913+149719,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80231404103655,26.898883373089717]}"
+421914+149691,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80250867601477,26.893703088284624]}"
+421914+149827,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80234099049508,26.918322915838065]}"
+421915+149716,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.802628451386,26.898434215447654]}"
+421915+149784,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.802628451386,26.91065130331168]}"
+421915+149858,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.802628451386,26.924036201045062]}"
+421916+149707,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80280811444281,26.896907079464654]}"
+421916+149864,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80280811444281,26.925114179386007]}"
+421917+149695,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80277218183144,26.89460739233731]}"
+421918+149648,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80316744055646,26.88630695911204]}"
+421918+149687,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80312252479226,26.89313415527135]}"
+421918+149830,9,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80292788981404,26.918865897520906]}"
+421918+149833,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80307760902805,26.919544624624464]}"
+421919+149752,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8033920193775,26.904812253964906]}"
+421919+149879,44,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80316335730518,26.9271721380369]}"
+421920+149760,27,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80352011248283,26.905963428366036]}"
+421920+149810,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8034369351417,26.915412374317516]}"
+421921+149832,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80352676667012,26.91936496156764]}"
+421922+149703,32,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80291478938281,26.895806643241606]}"
+421923+149696,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80406575584058,26.89493078583959]}"
+421923+149817,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80406575584058,26.916670015715283]}"
+421925+149776,32,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80421734654477,26.90886028721397]}"
+421927+149697,10,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80487423959629,26.89480502169981]}"
+421927+149838,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80478440806787,26.920442939908583]}"
+421928+149725,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8049640711247,26.90005118295907]}"
+421929+149654,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80505390265311,26.887295105924572]}"
+421929+149691,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80505390265311,26.89403247055547]}"
+421929+149869,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8049640711247,26.925922663141712]}"
+421930+149644,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80532339723835,26.885588306884745]}"
+421930+149690,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80532339723835,26.893852807498646]}"
+421931+149700,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80550306029518,26.895649438066886]}"
+421931+149777,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80550306029518,26.909393661913914]}"
+421931+149814,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80532339723835,26.91613102654481]}"
+421932+149649,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80568272335199,26.886486622168867]}"
+421932+149722,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8055928918236,26.899602025317012]}"
+421932+149866,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80556294798077,26.925413617814044]}"
+421933+149616,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8057725548804,26.88055774129368]}"
+421933+149622,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8057725548804,26.881456056577797]}"
+421933+149657,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80586238640882,26.887923926623458]}"
+421934+149721,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80604204946565,26.899242699203363]}"
+421934+149833,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80595221793723,26.91945479309605]}"
+421935+149758,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80604204946565,26.906069895362673]}"
+421936+149660,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8064013755793,26.88846291579393]}"
+421936+149853,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80631154405089,26.92304805423253]}"
+421937+149806,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80658103863612,26.91469372209022]}"
+421938+149691,23,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80661228438512,26.893704390190837]}"
+421938+149850,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80667087016452,26.922598896590472]}"
+421939+149703,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80686849952703,26.89611656201463]}"
+421940+149625,9,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80694036474976,26.88199504574827]}"
+421941+149752,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80729969086342,26.90499191702173]}"
+421941+149774,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80715596041796,26.908872639049125]}"
+421941+149852,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.807209859335,26.922958222704118]}"
+421944+149717,30,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80810817461912,26.89815873209386]}"
+421944+149770,40,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8074479128853,26.907588048192835]}"
+421944+149838,9,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80761909185333,26.920343127099237]}"
+421944+149860,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80774884850547,26.92439552715871]}"
+421945+149748,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80807823077632,26.90415348942322]}"
+421945+149777,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80816806230473,26.909184055014286]}"
+421946+149637,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80841360181573,26.884186935041523]}"
+421947+149725,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80837766920436,26.90014101448748]}"
+421947+149779,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80837766920436,26.909842819555973]}"
+421947+149803,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80837766920436,26.914154732919748]}"
+421948+149679,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80846750073277,26.891876513873584]}"
+421948+149748,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80855733226119,26.904273264794433]}"
+421948+149888,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80846750073277,26.92942609274978]}"
+421949+149836,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8086022480254,26.92003869803073]}"
+421950+149700,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80891665837483,26.895649438066886]}"
+421950+149738,45,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80924404438949,26.901877757370112]}"
+421951+149675,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80903643374604,26.891038086275074]}"
+421951+149742,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80909632143165,26.90319528645349]}"
+421951+149787,7,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80876266146898,26.911177459406666]}"
+421952+149702,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80918615296007,26.896008764180532]}"
+421952+149723,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80927598448848,26.899781688373835]}"
+421952+149783,13,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80966295107241,26.910215965904765]}"
+421952+149796,9,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80909632143165,26.912717428465157]}"
+421952+149802,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80927598448848,26.913975069862925]}"
+421952+149830,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80927598448848,26.918915803925582]}"
+421953+149635,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8094556475453,26.883971339373332]}"
+421953+149775,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8094556475453,26.909124167328677]}"
+421954+149646,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8095634453794,26.885732037330204]}"
+421954+149805,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80963531060213,26.914514059033394]}"
+421955+149657,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80972514213053,26.887834095095045]}"
+421955+149791,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.80969519828773,26.91193888855225]}"
+421957+149656,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8101742997726,26.887744263566635]}"
+421957+149712,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8101742997726,26.89771556322036]}"
+421958+149700,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81035396282942,26.895649438066886]}"
+421960+149631,8,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81055608376835,26.88305056620711]}"
+421960+149697,24,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81057105568975,26.894908327957488]}"
+421960+149721,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81065340125747,26.89930258688897]}"
+421960+149833,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81065340125747,26.91942484925325]}"
+421961+149737,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8108330643143,26.90223708348376]}"
+421962+149638,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8109378677641,26.884375581251184]}"
+421962+149773,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81089295199989,26.90876484121503]}"
+421963+149628,64,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81094628946988,26.881739587339347]}"
+421963+149635,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81125227811354,26.88388150784492]}"
+421963+149828,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81116244658513,26.918646309340346]}"
+421964+149758,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81143194117037,26.906069895362673]}"
+421964+149807,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81149182885596,26.914663778247416]}"
+421965+149630,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8116116042272,26.882893361032387]}"
+421966+149614,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81179126728401,26.88019841518003]}"
+421966+149634,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81179126728401,26.883612013259683]}"
+421967+149735,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81197093034083,26.90184781352731]}"
+421967+149788,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81197093034083,26.91145978706739]}"
+421968+149619,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81215059339766,26.881096730464147]}"
+421968+149693,7,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81212492724669,26.894109469008395]}"
+421968+149712,19,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81173453158185,26.897342053181173]}"
+421968+149729,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81206076186925,26.900769835186367]}"
+421969+149743,16,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81213936445661,26.903071768101924]}"
+421970+149846,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81250991951131,26.921880244363177]}"
+421971+149614,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81259975103973,26.88019841518003]}"
+421971+149732,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8126177173454,26.901183060217058]}"
+421971+149795,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81262969488253,26.912657540779545]}"
+421972+149801,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81279738040222,26.913579811137907]}"
+421972+149815,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81268958256813,26.91622085807322]}"
+421973+149681,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81304890868178,26.89223583998723]}"
+421974+149630,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8132285717386,26.88307302408921]}"
+421975+149823,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81331840326702,26.917747994056224]}"
+421976+149723,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81358789785226,26.899781688373835]}"
+421976+149809,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81358789785226,26.91523271126069]}"
+421977+149631,133,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81372568455748,26.881576282232363]}"
+421977+149706,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81376756090907,26.896727416407828]}"
+421977+149711,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81376756090907,26.89762573169195]}"
+421979+149688,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81412688702272,26.893493481384997]}"
+421979+149798,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81412688702272,26.913256417635626]}"
+421979+149887,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81403705549431,26.929246429692956]}"
+421980+149654,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81430655007955,26.887384937452985]}"
+421981+149692,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81436643776514,26.894152245926684]}"
+421981+149706,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81434248269092,26.8966555511851]}"
+421981+149776,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81448621313638,26.90921399885709]}"
+421981+149809,53,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81411671741573,26.914422532570487]}"
+421982+149785,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81457604466479,26.910920797896917]}"
+421982+149828,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81457604466479,26.918646309340346]}"
+421983+149779,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81484553925002,26.909842819555973]}"
+421984+149613,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81502520230684,26.880018752123206]}"
+421984+149773,7,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81484553925002,26.908636510460155]}"
+421984+149780,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81502520230684,26.9100224826128]}"
+421985+149723,3,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81508508999245,26.899721800688226]}"
+421986+149619,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8153845284205,26.881096730464147]}"
+421987+149655,13,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.81510812371769,26.887357296982707]}"
